danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,duration_ms,time_signature,track,artist
0.788,0.461,1,-11.704,0,0.0556,0.528,2.69e-05,0.0886,0.906,76.669,audio_features,229009,1,Fire on the Mountain - 2013 Remaster,Grateful Dead
0.396,0.338,0,-10.872,1,0.0304,0.198,2.62e-06,0.138,0.377,133.522,audio_features,182293,4,Something - Remastered 2009,The Beatles
0.43,0.622,9,-9.408,1,0.0377,0.0128,0.0223,0.156,0.388,101.184,audio_features,274680,4,Empty Pages - Remastered 2010,Traffic
0.72,0.36,11,-11.061,0,0.0362,0.576,2.1e-06,0.118,0.616,120.173,audio_features,246117,4,New Speedway Boogie - 2013 Remaster,Grateful Dead
0.533,0.487,4,-8.79,0,0.052,0.0458,0.833,0.113,0.339,141.427,audio_features,249427,3,Tidal,John Paul Jones
0.557,0.258,4,-15.425,1,0.0569,0.273,1.44e-05,0.078,0.294,135.569,audio_features,270200,4,Oh I Wept,Free
0.486,0.963,0,-5.586,0,0.129,0.248,2.39e-06,0.158,0.533,113.133,audio_features,146573,4,Crosstown Traffic,Jimi Hendrix
0.265,0.78,4,-6.959,1,0.0392,0.00254,0.134,0.319,0.477,112.482,audio_features,276960,4,We Love You - Single Version/Mono,The Rolling Stones
0.271,0.766,5,-8.03,1,0.0329,0.00217,0.52,0.0707,0.803,142.914,audio_features,428851,4,When the Levee Breaks - Remaster,Led Zeppelin
0.433,0.44,10,-10.395,1,0.0469,0.0676,3.47e-06,0.141,0.753,162.107,audio_features,300038,5,Really Don't Mind / See There a Son Is Born - Steven Wilson Stereo Remix,Jethro Tull
0.575,0.696,0,-10.01,1,0.12,0.179,0.00114,0.315,0.646,86.304,audio_features,250200,4,Cross-Eyed Mary,Jethro Tull
0.452,0.888,3,-7.994,1,0.054,0.0169,0.00341,0.17,0.336,133.883,audio_features,333587,4,Bargain,The Who
0.454,0.766,2,-3.862,1,0.0272,0.664,0.904,0.594,0.776,90.677,audio_features,257240,4,Torn And Frayed,The Rolling Stones
0.374,0.787,2,-7.054,1,0.0617,0.69,0.831,0.203,0.763,180.496,audio_features,179000,4,Shake Your Hips,The Rolling Stones
0.552,0.894,4,-3.835,1,0.0292,0.328,0.938,0.515,0.968,131.71,audio_features,185933,4,Happy - 2009 Mix,The Rolling Stones
0.485,0.943,4,-4.423,1,0.0416,0.0639,0.179,0.144,0.889,141.982,audio_features,271933,4,Rocks Off,The Rolling Stones
0.53,0.691,2,-5.409,1,0.0307,0.374,0.111,0.29,0.581,117.046,audio_features,214467,4,Casino Boogie,The Rolling Stones
0.464,0.795,1,-9.267,1,0.0926,0.0493,0.00244,0.399,0.612,158.691,audio_features,202267,4,"Paint It, Black",The Rolling Stones
0.623,0.498,9,-10.793,1,0.0467,0.416,0.81,0.688,0.587,138.828,audio_features,153520,4,Get A Little,The Mothers Of Invention
0.366,0.606,0,-10.274,1,0.0371,0.000994,0.58,0.0762,0.137,143.183,audio_features,574733,4,La Villa Strangiato,Rush
0.501,0.488,0,-9.131,1,0.029,0.324,0.00113,0.165,0.729,117.573,audio_features,184560,4,I Looked Away,Derek & The Dominos
0.469,0.948,2,-5.781,1,0.0449,0.029,0.313,0.95,0.875,108.72,audio_features,830667,4,Got To Get Better In A Little While - Live At Fillmore East,Derek & The Dominos
0.34,0.304,4,-13.39,0,0.033,0.666,0.0765,0.112,0.567,158.476,audio_features,326293,4,Wooden Ships - 2005 Remaster,"Crosby, Stills & Nash"
0.353,0.704,7,-6.961,1,0.0468,0.649,0.0228,0.0696,0.296,68.948,audio_features,518920,4,Song of a Sinner,Top Drawer
0.342,0.679,7,-8.989,1,0.0302,0.0101,0.0157,0.291,0.891,164.986,audio_features,281383,4,Katmandou 8,Jean-Claude Vannier
0.171,0.00383,1,-21.71,1,0.0464,0.795,0.883,0.0755,0.458,76.214,audio_features,101707,1,Another Green World - 2004 Remaster,Brian Eno
0.688,0.506,0,-13.311,0,0.0408,0.316,0.69,0.0611,0.784,108.753,audio_features,182533,4,A Fifth Of Beethoven,Walter Murphy
0.484,0.655,4,-11.118,1,0.0316,0.033,0.0,0.0885,0.634,133.158,audio_features,167453,4,Incense And Peppermints,Strawberry Alarm Clock
0.422,0.494,7,-7.786,0,0.0528,0.000942,7.01e-05,0.174,0.723,116.642,audio_features,149702,4,You Better Run - Single Version; Mono,The Young Rascals
0.556,0.237,5,-14.187,1,0.215,0.889,0.012,0.131,0.567,98.774,audio_features,83613,4,Young Man's Blues,Mose Allison
0.599,0.765,1,-13.317,0,0.0445,0.135,0.92,0.097,0.972,129.924,audio_features,188640,4,New Country,Jean-Luc Ponty
0.505,0.959,9,-6.365,1,0.105,4.13e-05,0.795,0.152,0.324,125.917,audio_features,359107,4,Shibuya Bop,John Paul Jones
0.453,0.654,4,-8.855,0,0.0317,0.0205,0.00395,0.172,0.702,115.0,audio_features,285000,4,While My Guitar Gently Weeps - Remastered 2009,The Beatles
0.564,0.862,9,-6.398,1,0.0428,0.115,0.308,0.0493,0.847,133.242,audio_features,392800,4,Slave - Remastered,The Rolling Stones
0.686,0.488,5,-11.024,1,0.0582,0.216,1.89e-05,0.121,0.965,151.031,audio_features,202893,5,Living in the Past - 2001 Remaster,Jethro Tull
0.72,0.551,2,-10.153,1,0.0306,0.289,0.0,0.315,0.934,94.942,audio_features,216627,4,You Can All Join In,Traffic
0.484,0.548,7,-6.119,1,0.033,0.0218,0.558,0.0956,0.177,119.98,audio_features,249413,4,Revival,Allman Brothers Band
0.618,0.748,0,-8.905,1,0.358,0.0384,4.1e-06,0.0473,0.663,134.114,audio_features,191947,4,Roxanne,The Police
0.728,0.878,11,-6.926,0,0.0564,0.176,0.856,0.61,0.911,126.59,audio_features,262613,4,Get It On,T. Rex
0.474,0.938,9,-2.643,1,0.0898,0.527,0.52,0.299,0.505,71.995,audio_features,276933,4,Some Girls - Remastered,The Rolling Stones
0.32,0.399,9,-10.774,0,0.0294,0.663,0.151,0.109,0.341,84.21,audio_features,237827,4,The Raven - 1987 Remix,The Alan Parsons Project
0.528,0.47,7,-16.065,0,0.0395,0.582,0.782,0.0914,0.795,100.65,audio_features,354200,4,One Of These Days I'll Get An Early Night,Peter Bardens
0.54,0.737,4,-9.98,0,0.0406,0.0229,0.000163,0.312,0.748,131.428,audio_features,364653,4,Summer Lightning,Andrew Latimer
0.4,0.507,5,-15.689,1,0.0367,0.653,0.842,0.0684,0.834,92.539,audio_features,214333,3,Hell's Bells,Bill Bruford
0.411,0.316,11,-23.037,1,0.03,0.773,0.938,0.135,0.277,80.611,audio_features,145640,4,Going Up To People And Tinkling,Hatfield & The North
0.293,0.354,2,-14.026,1,0.0282,0.804,0.919,0.154,0.487,107.642,audio_features,112093,4,Embryonic Journey,Jefferson Airplane
0.471,0.594,0,-10.463,1,0.141,0.201,0.0949,0.145,0.215,103.431,audio_features,202400,4,Oh Well (Pt. 1) - 2013 Remaster,Fleetwood Mac
0.313,0.42,10,-9.806,1,0.0303,0.797,2.35e-06,0.126,0.339,178.711,audio_features,152000,4,The Crystal Ship,The Doors
0.404,0.902,1,-3.88,1,0.0665,0.577,0.297,0.287,0.497,115.669,audio_features,423840,4,Layla,Derek & The Dominos
0.354,0.741,1,-6.389,1,0.0806,0.018,0.0134,0.0753,0.596,142.348,audio_features,251013,4,Bold as Love,Jimi Hendrix
0.539,0.74,10,-7.315,1,0.0401,0.0829,0.893,0.399,0.726,123.83,audio_features,150867,4,Douane,Raïna Raï
0.513,0.602,9,-15.185,0,0.261,0.629,0.235,0.081,0.838,101.238,audio_features,243507,3,Taila,Raïna Raï
0.498,0.789,11,-7.715,0,0.0391,0.39,0.00581,0.0417,0.65,107.857,audio_features,285667,4,Allah ya moulana - Dieu ô notre Seigneur,Nass El Ghiwane
0.28,0.879,9,-9.214,1,0.0793,0.303,0.821,0.338,0.568,171.12,audio_features,349787,4,Apostrophe',Frank Zappa
0.722,0.647,10,-7.367,1,0.0308,0.195,0.126,0.194,0.879,116.347,audio_features,179293,4,Messin' with the Kid,Bill Frisell
0.31,0.0864,2,-17.776,0,0.0371,0.899,0.904,0.087,0.194,125.719,audio_features,151573,1,Blues Dream,Bill Frisell
0.468,0.674,5,-8.794,1,0.0402,0.0881,0.00518,0.13,0.749,89.144,audio_features,373693,4,To Cry You a Song - 2001 Remaster,Jethro Tull
0.436,0.651,9,-11.818,0,0.0596,0.146,0.0257,0.194,0.667,106.23,audio_features,264347,3,Nothing Is Easy,Jethro Tull
0.683,0.296,7,-15.301,1,0.0341,0.663,4.47e-06,0.082,0.826,97.363,audio_features,232800,4,Mother Goose,Jethro Tull
0.412,0.657,6,-11.78,1,0.0887,0.111,8.83e-05,0.15,0.742,129.119,audio_features,337733,4,Muffin Man,Frank Zappa
0.315,0.281,7,-18.534,1,0.0471,0.193,0.0525,0.314,0.179,70.094,audio_features,367880,4,Fearless - 2011 Remastered Version,Pink Floyd
0.486,0.487,7,-12.769,1,0.0342,0.0468,0.227,0.271,0.752,76.041,audio_features,253227,4,Unwind With The Clock,Strawberry Alarm Clock
0.515,0.262,10,-14.569,1,0.036,0.418,0.616,0.058,0.231,117.746,audio_features,162907,3,Everydays - Live,Buffalo Springfield
0.226,0.585,2,-9.965,1,0.0343,0.128,0.0233,0.112,0.655,180.495,audio_features,234600,3,Shifting Sands,The West Coast Pop Art Experimental Band
0.528,0.617,7,-11.423,1,0.0289,0.515,0.00376,0.314,0.473,103.717,audio_features,155373,4,What's Happening?,The Byrds
0.525,0.637,11,-8.409,0,0.0285,0.43,3.02e-06,0.317,0.793,130.832,audio_features,159973,4,Have You Seen Her Face,The Byrds
0.37,0.683,2,-8.163,1,0.0387,0.0036,6.32e-06,0.451,0.728,154.044,audio_features,126160,4,So You Want to Be a Rock 'N' Roll Star,The Byrds
0.649,0.353,9,-14.539,1,0.0278,0.526,2.74e-06,0.107,0.769,111.052,audio_features,163160,4,Flying on the Ground Is Wrong,Buffalo Springfield
0.64,0.449,9,-10.23,1,0.0416,0.628,0.131,0.0894,0.775,135.573,audio_features,147333,4,Pretty Girl Why,Buffalo Springfield
0.186,0.546,2,-9.947,1,0.0373,0.451,0.0,0.201,0.533,177.526,audio_features,152453,3,5D (Fifth Dimension),The Byrds
0.562,0.567,0,-7.219,1,0.0512,0.611,1.49e-06,0.106,0.924,89.412,audio_features,206213,4,She Wandered Through the Garden Fence,Procol Harum
0.409,0.636,9,-13.542,0,0.111,0.603,0.0154,0.347,0.567,144.682,audio_features,165847,4,Rock & Roll Woman,Buffalo Springfield
0.606,0.482,2,-12.684,1,0.0348,0.407,2.86e-06,0.11,0.962,76.087,audio_features,124267,4,Uno Mundo,Buffalo Springfield
0.572,0.449,7,-11.214,1,0.0337,0.447,0.0,0.0897,0.817,75.422,audio_features,189387,4,"Soft Skies, No Lies",Strawberry Alarm Clock
0.471,0.717,0,-9.979,1,0.0318,0.0693,0.00556,0.196,0.832,135.253,audio_features,182907,4,Sit With The Guru,Strawberry Alarm Clock
0.169,0.456,9,-12.92,1,0.0464,0.494,0.906,0.115,0.135,171.552,audio_features,297000,4,La princesse perdue,Camel
0.396,0.33,4,-12.418,0,0.0564,0.00261,0.0014,0.19,0.564,136.071,audio_features,53507,4,Nove luna prima,Arti & Mestieri
0.393,0.649,11,-8.506,0,0.0475,0.00219,0.247,0.336,0.551,176.176,audio_features,158867,3,Daylight - 2000 Digital Remaster,Eloy
0.682,0.566,7,-11.186,1,0.0353,0.457,2.89e-06,0.0812,0.681,119.615,audio_features,142293,4,Barefoot In Baltimore,Strawberry Alarm Clock
0.439,0.561,4,-9.507,0,0.0345,0.0026,1.18e-05,0.319,0.794,162.903,audio_features,150533,4,Unconscious Power,Iron Butterfly
0.637,0.5,11,-14.493,1,0.0321,0.556,0.00076,0.169,0.825,116.308,audio_features,153707,4,Sit Down I Think I Love You,Buffalo Springfield
0.55,0.576,4,-11.861,0,0.0327,0.0805,3.21e-05,0.3,0.863,134.773,audio_features,172667,4,If You Want This Love,The West Coast Pop Art Experimental Band
0.472,0.391,11,-13.581,0,0.0273,0.196,0.844,0.272,0.399,99.395,audio_features,184453,4,Rainy Day Mushroom Pillow,Strawberry Alarm Clock
0.321,0.225,0,-18.888,1,0.0389,0.676,0.227,0.102,0.15,152.457,audio_features,519333,4,Il banchetto,Premiata Forneria Marconi
0.334,0.168,7,-14.92,0,0.0375,0.919,0.458,0.141,0.152,122.893,audio_features,250627,4,Dove... quando... - I Parte,Premiata Forneria Marconi
0.324,0.358,5,-16.702,1,0.0349,0.36,0.686,0.113,0.135,93.051,audio_features,323840,4,Per un amico,Premiata Forneria Marconi
0.405,0.263,7,-7.928,1,0.0372,0.618,0.125,0.214,0.157,133.683,audio_features,351747,3,Grazie davvero,Premiata Forneria Marconi
0.42,0.46,4,-13.537,0,0.0732,0.22,0.000523,0.108,0.493,106.813,audio_features,334840,4,Maestro della voce,Premiata Forneria Marconi
0.476,0.487,0,-13.311,0,0.552,0.862,0.0,0.49,0.254,160.804,audio_features,116080,4,Presentazione - Live in Genova 03/01/1979,Fabrizio De André
0.337,0.797,10,-7.301,1,0.0385,0.219,0.00146,0.128,0.943,184.389,audio_features,176971,4,Childhood Heroes Reprise - Steven Wilson Stereo Remix,Jethro Tull
0.633,0.687,5,-11.989,1,0.0385,0.0586,5.5e-06,0.185,0.937,144.858,audio_features,191213,5,North Sea Oil - Steven Wilson Stereo Remix,Jethro Tull
0.744,0.516,2,-6.365,1,0.0513,0.632,0.0,0.605,0.281,97.944,audio_features,152293,4,Freefall,Camel
0.373,0.423,0,-12.577,0,0.0358,0.253,0.527,0.141,0.425,120.941,audio_features,320387,4,Rhayader Goes To Town,Camel
0.221,0.428,6,-14.551,1,0.0325,0.329,0.931,0.0809,0.0974,101.384,audio_features,166893,4,Scottish Suite: I. Salmon Leap,Anthony Phillips
0.334,0.301,5,-23.17,1,0.0479,0.505,0.771,0.108,0.186,100.772,audio_features,323000,4,Photos Of Ghosts,Premiata Forneria Marconi
0.491,0.791,7,-8.801,1,0.036,0.081,6.87e-06,0.447,0.88,93.116,audio_features,196680,4,Hymn 43,Jethro Tull
0.617,0.459,1,-9.292,0,0.0368,0.222,0.0415,0.285,0.119,114.497,audio_features,262400,4,Heaven - Remastered,The Rolling Stones
0.545,0.757,0,-5.228,1,0.0396,0.408,0.045,0.16,0.714,152.217,audio_features,436000,4,Can't You Hear Me Knocking - 2009 Mix,The Rolling Stones
0.732,0.494,6,-13.571,0,0.0406,0.299,0.205,0.0919,0.799,126.986,audio_features,221533,4,Under My Thumb,The Rolling Stones
0.578,0.429,2,-9.601,1,0.0268,0.178,6.01e-05,0.171,0.0889,108.738,audio_features,133320,4,Play With Fire - Mono Version,The Rolling Stones
0.417,0.5,7,-6.449,1,0.0263,0.575,0.0883,0.102,0.241,130.531,audio_features,357200,4,Moonlight Mile - 2009 Mix,The Rolling Stones
0.624,0.312,5,-17.574,0,0.147,0.772,0.23,0.216,0.555,123.815,audio_features,81133,4,Corporation Combo Boys,Supersister
0.219,0.563,7,-6.791,1,0.0314,0.00168,0.75,0.192,0.145,180.129,audio_features,138200,3,Unidentified Flying Object - Remastered,UFO
0.485,0.709,0,-14.994,1,0.0361,0.144,0.0602,0.0438,0.733,110.733,audio_features,333856,4,Jam Jar,Gerry Temple
0.429,0.581,7,-14.052,1,0.0362,0.0214,1.79e-06,0.376,0.34,129.948,audio_features,287160,4,Suonare suonare,Premiata Forneria Marconi
0.549,0.9,1,-5.737,0,0.0633,0.000102,0.866,0.407,0.758,135.089,audio_features,65613,4,Transumanza - Italian version,Premiata Forneria Marconi
0.34,0.559,9,-10.095,0,0.0389,0.678,2.38e-05,0.651,0.463,83.707,audio_features,228827,3,La canzone di Marinella - Live in Genova 03/01/1979,Fabrizio De André
0.549,0.294,0,-13.181,0,0.0337,0.144,0.798,0.108,0.145,115.294,audio_features,342067,4,Cause We've Ended as Lovers,Jeff Beck
0.306,0.398,6,-12.767,1,0.0412,0.0857,6.02e-05,0.0756,0.0948,85.622,audio_features,191828,4,Tangerine - Remaster,Led Zeppelin
0.593,0.523,5,-8.772,1,0.0388,0.0429,0.234,0.155,0.458,74.656,audio_features,380133,4,Portia,Miles Davis
0.247,0.66,9,-7.631,1,0.0369,0.0148,0.000286,0.0884,0.612,114.801,audio_features,170840,4,Citadel - Remastered 2017 / Stereo,The Rolling Stones
0.326,0.821,2,-7.321,0,0.0751,0.272,0.00233,0.102,0.926,173.712,audio_features,190107,5,Elegy,Colosseum
0.401,0.98,1,-5.031,1,0.333,0.0211,3.37e-05,0.152,0.289,115.302,audio_features,264507,4,The Kettle,Colosseum
0.402,0.72,0,-12.835,1,0.0499,0.383,0.35,0.122,0.647,129.494,audio_features,285867,4,Love Castle,Chick Corea
0.55,0.525,7,-8.754,1,0.0275,0.288,0.0172,0.106,0.806,171.172,audio_features,188440,4,Heart Of Gold,Neil Young
0.536,0.718,11,-8.401,0,0.0309,0.00999,0.15,0.327,0.464,105.231,audio_features,494933,4,(BALLAD OF) THE HIP DEATH GODDESS,Ultimate Spinach
0.391,0.587,0,-13.481,1,0.0657,0.212,0.886,0.0793,0.578,86.178,audio_features,280107,3,Miles Beyond,Mahavishnu Orchestra
0.311,0.325,2,-9.042,1,0.0283,0.0469,0.0,0.139,0.668,65.09,audio_features,208467,1,Lucy In The Sky With Diamonds - Remastered 2009,The Beatles
0.432,0.783,0,-4.349,1,0.0387,0.402,0.0,0.67,0.948,201.694,audio_features,206493,4,Hand Me Down World - Single Version,The Guess Who
0.38,0.829,5,-6.105,1,0.0405,8.4e-05,0.00208,0.342,0.0534,125.887,audio_features,179547,4,Tomorrow Never Knows - Remastered 2009,The Beatles
0.662,0.643,4,-15.1,0,0.0463,0.554,0.0242,0.348,0.73,100.427,audio_features,335533,4,Tomaas,Miles Davis
0.434,0.16,2,-13.856,1,0.0346,0.906,0.244,0.172,0.376,95.525,audio_features,163280,4,Dark Star - Single Version; 2001 Remaster,Grateful Dead
0.64,0.651,4,-14.981,0,0.0517,0.142,0.28,0.0341,0.801,111.676,audio_features,271573,4,Magic Carpet Ride,Steppenwolf
0.309,0.707,9,-9.207,0,0.0309,0.0101,0.381,0.0732,0.545,153.214,audio_features,218733,4,Be Home For Tea - Edit,Triumvirat
0.315,0.059,7,-13.742,1,0.036,0.759,0.385,0.121,0.179,60.035,audio_features,69720,4,Introduzione,Premiata Forneria Marconi
0.126,0.0585,10,-19.722,1,0.0402,0.936,0.929,0.0979,0.0704,71.019,audio_features,441200,4,Facades,Philip Glass
0.541,0.415,5,-9.697,1,0.0375,0.845,0.975,0.211,0.0815,132.008,audio_features,488400,3,Dance IX,Philip Glass
0.346,0.105,7,-25.12,1,0.047,0.586,5.88e-05,0.11,0.0346,99.348,audio_features,484667,3,Knee 5,Philip Glass Ensemble
0.272,0.777,9,-6.869,0,0.046,0.115,0.0462,0.107,0.654,103.943,audio_features,545480,4,Church of Anthrax,Terry Riley
0.231,0.38,2,-16.988,0,0.0402,0.725,0.879,0.0706,0.123,117.793,audio_features,519703,4,Hyperborea,Tangerine Dream
0.391,0.141,0,-20.1,1,0.036,0.816,0.902,0.0776,0.181,148.062,audio_features,223960,4,Betrayal (Sorcerer Theme),Tangerine Dream
0.351,0.106,2,-25.537,0,0.0413,0.831,0.966,0.0783,0.151,139.537,audio_features,271276,4,The Big Sleep In Search Of Hades,Tangerine Dream
0.456,0.335,4,-14.083,0,0.0344,0.918,0.872,0.217,0.251,177.1,audio_features,635745,4,Stratosfear,Tangerine Dream
0.251,0.348,10,-20.339,0,0.0534,0.843,0.917,0.196,0.0361,130.186,audio_features,1037451,3,Rubycon - Pt. 1 / Remastered 2018,Tangerine Dream
0.719,0.557,6,-17.173,1,0.0496,0.982,0.925,0.099,0.801,126.693,audio_features,223903,4,The Dream Is Always The Same - From 'Risky Business' Original Motion Picture Soundtrack,Tangerine Dream
0.28,0.281,5,-22.994,1,0.0392,0.81,0.911,0.0955,0.214,130.963,audio_features,230600,3,Rubycon Part One,Tangerine Dream
0.557,0.658,8,-11.814,1,0.0307,0.571,0.924,0.0892,0.531,107.676,audio_features,237876,4,Cinnamon Road,Tangerine Dream
0.579,0.342,5,-20.507,0,0.0439,0.978,0.949,0.0713,0.814,111.34,audio_features,239238,4,Love On A Real Train - From 'Risky Business' Original Motion Picture Soundtrack,Tangerine Dream
0.708,0.683,4,-7.768,0,0.0344,0.00122,0.643,0.121,0.463,123.602,audio_features,220533,4,The Model - 2009 Remaster,Kraftwerk
0.808,0.837,9,-6.583,0,0.0459,0.238,0.862,0.0578,0.654,92.002,audio_features,288827,4,Lebanese Blonde,Thievery Corporation
0.553,0.519,0,-8.056,1,0.0269,0.194,0.0,0.0667,0.474,123.698,audio_features,212947,4,Sunny Afternoon,The Kinks
0.203,0.0699,9,-19.623,0,0.0441,0.831,0.591,0.073,0.178,74.078,audio_features,313480,4,Ahoi,Harmonia
0.319,0.331,5,-21.883,0,0.041,0.269,0.889,0.0922,0.0455,112.001,audio_features,257004,5,Castles - Bonustrack,Klaus Schulze
0.771,0.341,1,-21.533,1,0.104,0.663,0.835,0.106,0.235,124.232,audio_features,70667,4,Convoi - Bonus Track,Space Art
0.419,0.719,2,-13.937,1,0.0518,0.226,0.742,0.0772,0.9,198.229,audio_features,249916,4,Choronzon,Tangerine Dream
0.527,0.0291,7,-31.347,1,0.0741,0.994,0.917,0.0959,0.28,99.331,audio_features,159333,3,3 Gymnopédies: Gymnopedie No. 1,Erik Satie
0.102,0.0733,10,-24.133,0,0.0488,0.974,0.859,0.28,0.0308,73.954,audio_features,537427,3,Barber: Adagio for Strings,Samuel Barber
0.296,0.0329,4,-26.825,1,0.0415,0.973,0.907,0.0777,0.225,94.013,audio_features,188667,3,Cavatina,Stanley Myers
0.0992,0.0249,4,-20.744,0,0.0427,0.509,0.805,0.0831,0.0364,82.834,audio_features,302987,3,Speaking Unto Nations (Beethoven Symphony no 7 - II ),Ludwig van Beethoven
0.251,0.219,7,-16.781,1,0.0323,0.929,0.933,0.0824,0.0965,89.997,audio_features,325000,3,"Die Walkure, Act III: Ride of the Valkyries",Richard Wagner
0.433,0.0127,5,-26.732,0,0.0538,0.995,0.903,0.0947,0.0562,117.132,audio_features,190493,4,Gnossienne No.1: Lent,Erik Satie
0.219,0.0359,4,-22.931,0,0.0357,0.932,0.763,0.0931,0.0885,77.116,audio_features,465333,4,"Symphony No. 7 in A, Op. 92: 2. Allegretto",Ludwig van Beethoven
0.0934,0.037,1,-26.091,1,0.0412,0.915,0.972,0.0827,0.0364,164.68,audio_features,301907,4,"Suite bergamasque, L. 75: No. 3, Clair de lune (Arr. L. Caillet for Orchestra)",Claude Debussy
0.717,0.504,7,-15.505,1,0.038,0.0463,0.527,0.154,0.622,100.278,audio_features,289027,4,Backyard Ritual,Miles Davis
0.179,0.179,0,-17.838,0,0.0319,0.975,0.888,0.0758,0.432,185.851,audio_features,225760,3,Jazz Suite No. 2: VI. Waltz II,Dmitri Shostakovich
0.433,0.596,0,-9.044,1,0.0383,0.00673,0.0011,0.214,0.212,116.875,audio_features,163160,3,Sofa No. 2,Frank Zappa
0.615,0.401,4,-14.07,0,0.0507,0.203,0.0,0.086,0.672,87.959,audio_features,264960,4,Five to One,The Doors
0.497,0.51,8,-10.525,1,0.075,0.693,0.0312,0.332,0.373,111.742,audio_features,913827,4,"Sivad - Live at the Cellar Door, Washington, DC - December 1970",Miles Davis
0.659,0.542,9,-15.093,1,0.0965,0.458,9.68e-05,0.0443,0.552,137.629,audio_features,314667,4,Black Satin,Miles Davis
0.684,0.21,1,-18.204,0,0.0841,0.538,0.031,0.143,0.681,83.383,audio_features,112040,4,Hold On - Remastered 2010,John Lennon
0.399,0.542,6,-13.183,1,0.0476,0.246,0.763,0.0807,0.43,129.725,audio_features,336760,4,Frelon brun,Miles Davis
0.479,0.654,11,-12.754,0,0.0452,0.157,0.561,0.328,0.6,104.44,audio_features,496534,4,(Ballad Of) The Hip Death Goddess,Ultimate Spinach
0.487,0.557,4,-11.745,0,0.071,0.763,0.0852,0.211,0.643,80.732,audio_features,276627,4,Monterey,Eric Burdon & the Animals
0.349,0.317,2,-15.701,1,0.0253,0.387,0.629,0.081,0.354,82.886,audio_features,328387,4,Summer '68 - 2011 Remaster,Pink Floyd
0.689,0.258,7,-19.199,1,0.0489,0.169,0.0103,0.07,0.581,120.905,audio_features,222853,4,San Tropez - 2011 Remastered Version,Pink Floyd
0.669,0.757,8,-5.464,1,0.103,0.126,0.0,0.323,0.427,139.934,audio_features,200357,4,Orange,Miles Davis
0.387,0.564,4,-11.253,0,0.0376,0.111,0.841,0.0791,0.0489,138.024,audio_features,448596,4,Cloudburst Flight,Tangerine Dream
0.615,0.42,10,-12.234,1,0.0314,0.187,0.000852,0.171,0.634,136.253,audio_features,235904,4,Who Scared You - 2019 Remaster,The Doors
0.318,0.772,2,-11.606,1,0.0633,0.139,0.531,0.238,0.661,88.648,audio_features,378267,4,Race With Devil On Spanish Highway,Al Di Meola
0.403,0.545,2,-10.701,0,0.0463,0.115,5.69e-06,0.0196,0.695,147.535,audio_features,303440,4,Shanghai Noodle Factory,Traffic
0.624,0.327,2,-9.121,1,0.0265,0.573,0.000195,0.179,0.647,95.915,audio_features,184827,4,Gilded Lamp of the Cosmos,Ultimate Spinach
0.365,0.591,11,-10.684,0,0.0322,0.39,0.922,0.224,0.722,178.376,audio_features,320667,3,Death Don't Have No Mercy,Grateful Dead
